participant_id,day_index,ts,lat,lon,speed_mps
p_001,0,2026-09-14T06:20:00-05:00,30.273379,-97.751085,0.0
p_001,0,2026-09-14T06:30:00-05:00,30.27336,-97.75113,0.0
p_001,0,2026-09-14T06:40:00-05:00,30.273317,-97.751071,0.0
p_001,0,2026-09-14T06:50:00-05:00,30.273429,-97.751135,0.0
p_001,0,2026-09-14T07:00:00-05:00,30.27334,-97.751105,0.0
p_001,0,2026-09-14T07:10:00-05:00,30.273393,-97.751207,0.0
p_001,0,2026-09-14T07:20:00-05:00,30.27344,-97.751113,0.0
p_001,0,2026-09-14T07:30:00-05:00,30.273366,-97.751093,0.0
p_001,0,2026-09-14T07:40:00-05:00,30.273356,-97.751092,0.0
p_001,0,2026-09-14T07:50:00-05:00,30.27338,-97.751141,0.0
p_001,0,2026-09-14T08:00:00-05:00,30.27339,-97.75113,0.0
p_001,0,2026-09-14T08:10:00-05:00,30.274402,-97.741425,0.0
p_001,0,2026-09-14T08:20:00-05:00,30.274421,-97.741476,0.0
p_001,0,2026-09-14T08:30:00-05:00,30.274438,-97.74133,0.0
p_001,0,2026-09-14T08:40:00-05:00,30.274459,-97.741441,0.0
p_001,0,2026-09-14T08:50:00-05:00,30.273834,-97.750065,5.91
p_001,0,2026-09-14T09:00:00-05:00,30.273787,-97.749992,0.0
p_001,0,2026-09-14T09:10:00-05:00,30.273755,-97.750089,0.0
p_001,0,2026-09-14T09:20:00-05:00,30.273739,-97.750083,0.0
p_001,0,2026-09-14T09:30:00-05:00,30.273768,-97.750091,0.0
p_001,0,2026-09-14T09:40:00-05:00,30.273698,-97.750106,0.0
p_001,0,2026-09-14T09:50:00-05:00,30.273714,-97.750145,0.0
p_001,0,2026-09-14T10:00:00-05:00,30.273672,-97.750021,0.0
p_001,0,2026-09-14T10:10:00-05:00,30.273735,-97.750162,0.0
p_001,0,2026-09-14T10:20:00-05:00,30.273765,-97.750136,0.0
p_001,0,2026-09-14T10:30:00-05:00,30.273858,-97.749978,0.0
p_001,0,2026-09-14T10:40:00-05:00,30.273749,-97.750026,0.0
p_001,0,2026-09-14T10:50:00-05:00,30.273785,-97.750021,0.0
p_001,0,2026-09-14T11:00:00-05:00,30.273767,-97.750162,0.0
p_001,0,2026-09-14T11:10:00-05:00,30.27378,-97.750072,0.0
p_001,0,2026-09-14T11:20:00-05:00,30.273748,-97.750199,0.0
p_001,0,2026-09-14T11:30:00-05:00,30.273668,-97.749983,0.0
p_001,0,2026-09-14T11:40:00-05:00,30.273797,-97.750075,0.0
p_001,0,2026-09-14T11:50:00-05:00,30.273767,-97.750084,0.0
p_001,0,2026-09-14T12:00:00-05:00,30.273742,-97.750135,0.0
p_001,0,2026-09-14T12:10:00-05:00,30.273762,-97.750088,0.0
p_001,0,2026-09-14T12:20:00-05:00,30.273777,-97.750124,0.0
p_001,0,2026-09-14T12:30:00-05:00,30.273471,-97.74895,1.16
p_001,0,2026-09-14T12:40:00-05:00,30.27315,-97.746757,0.0
p_001,0,2026-09-14T12:50:00-05:00,30.273185,-97.746749,0.0
p_001,0,2026-09-14T13:00:00-05:00,30.273146,-97.746694,0.0
p_001,0,2026-09-14T13:10:00-05:00,30.273159,-97.746652,0.0
p_001,0,2026-09-14T13:20:00-05:00,30.273179,-97.746728,0.0
p_001,0,2026-09-14T13:30:00-05:00,30.27306,-97.746687,0.0
p_001,0,2026-09-14T13:40:00-05:00,30.273204,-97.746689,0.0
p_001,0,2026-09-14T13:50:00-05:00,30.273463,-97.748019,1.54
p_001,0,2026-09-14T14:00:00-05:00,30.273717,-97.750063,0.0
p_001,0,2026-09-14T14:10:00-05:00,30.273757,-97.750076,0.0
p_001,0,2026-09-14T14:20:00-05:00,30.273751,-97.75015,0.0
p_001,0,2026-09-14T14:30:00-05:00,30.273748,-97.750094,0.0
p_001,0,2026-09-14T14:40:00-05:00,30.273783,-97.750084,0.0
p_001,0,2026-09-14T14:50:00-05:00,30.273751,-97.750157,0.0
p_001,0,2026-09-14T15:00:00-05:00,30.27379,-97.750078,0.0
p_001,0,2026-09-14T15:10:00-05:00,30.27376,-97.750087,0.0
p_001,0,2026-09-14T15:20:00-05:00,30.273801,-97.750164,0.0
p_001,0,2026-09-14T15:30:00-05:00,30.273807,-97.750174,0.0
p_001,0,2026-09-14T15:40:00-05:00,30.273844,-97.750123,0.0
p_001,0,2026-09-14T15:50:00-05:00,30.273799,-97.750121,0.0
p_001,0,2026-09-14T16:00:00-05:00,30.273798,-97.749993,0.0
p_001,0,2026-09-14T16:10:00-05:00,30.273679,-97.749999,0.0
p_001,0,2026-09-14T16:20:00-05:00,30.273677,-97.750076,0.0
p_001,0,2026-09-14T16:30:00-05:00,30.273763,-97.750181,0.0
p_001,0,2026-09-14T16:40:00-05:00,30.273636,-97.750135,0.0
p_001,0,2026-09-14T16:50:00-05:00,30.273815,-97.749986,0.0
p_001,0,2026-09-14T17:00:00-05:00,30.273705,-97.750122,0.0
p_001,0,2026-09-14T17:10:00-05:00,30.273717,-97.750072,0.0
p_001,0,2026-09-14T17:20:00-05:00,30.273775,-97.750111,0.0
p_001,0,2026-09-14T17:30:00-05:00,30.273729,-97.750085,0.0
p_001,0,2026-09-14T17:40:00-05:00,30.273849,-97.750111,0.0
p_001,0,2026-09-14T17:50:00-05:00,30.27374,-97.750083,0.0
p_001,0,2026-09-14T18:00:00-05:00,30.273827,-97.750126,0.0
p_001,0,2026-09-14T18:10:00-05:00,30.273844,-97.750144,0.0
p_001,0,2026-09-14T18:20:00-05:00,30.273767,-97.750148,0.0
p_001,0,2026-09-14T18:30:00-05:00,30.273743,-97.750107,0.0
p_001,0,2026-09-14T18:40:00-05:00,30.273806,-97.750039,0.0
p_001,0,2026-09-14T18:50:00-05:00,30.273748,-97.750093,0.0
p_001,0,2026-09-14T19:00:00-05:00,30.27381,-97.750101,0.0
p_001,0,2026-09-14T19:10:00-05:00,30.276054,-97.749989,1.51
p_001,0,2026-09-14T19:20:00-05:00,30.279269,-97.748704,0.0
p_001,0,2026-09-14T19:30:00-05:00,30.279424,-97.748772,0.0
p_001,0,2026-09-14T19:40:00-05:00,30.279394,-97.748707,0.0
p_001,0,2026-09-14T19:50:00-05:00,30.279402,-97.748723,0.0
p_001,0,2026-09-14T20:00:00-05:00,30.279401,-97.748777,0.0
p_001,0,2026-09-14T20:10:00-05:00,30.279369,-97.748683,0.0
p_001,0,2026-09-14T20:20:00-05:00,30.279315,-97.748741,0.0
p_001,0,2026-09-14T20:30:00-05:00,30.279382,-97.748695,0.0
p_001,0,2026-09-14T20:40:00-05:00,30.279346,-97.748787,0.0
p_001,0,2026-09-14T20:50:00-05:00,30.279331,-97.748749,0.0
p_001,0,2026-09-14T21:00:00-05:00,30.273427,-97.75107,0.0
p_001,0,2026-09-14T21:10:00-05:00,30.273431,-97.751061,0.0
p_001,0,2026-09-14T21:20:00-05:00,30.273429,-97.75109,0.0
p_001,0,2026-09-14T21:30:00-05:00,30.273485,-97.751142,0.0
p_001,0,2026-09-14T21:40:00-05:00,30.273429,-97.751062,0.0
p_001,0,2026-09-14T21:50:00-05:00,30.273427,-97.751098,0.0
p_001,0,2026-09-14T22:00:00-05:00,30.273376,-97.751114,0.0
p_001,0,2026-09-14T22:10:00-05:00,30.27339,-97.751071,0.0
p_001,0,2026-09-14T22:20:00-05:00,30.273436,-97.751174,0.0
p_001,0,2026-09-14T22:30:00-05:00,30.273402,-97.751192,0.0
p_001,0,2026-09-14T22:40:00-05:00,30.273398,-97.751087,0.0
p_001,0,2026-09-14T22:50:00-05:00,30.273374,-97.751136,0.0
p_001,0,2026-09-14T23:00:00-05:00,30.273345,-97.751061,0.0
p_001,0,2026-09-14T23:10:00-05:00,30.273368,-97.751086,0.0
p_001,0,2026-09-14T23:20:00-05:00,30.273483,-97.751157,0.0
p_001,0,2026-09-14T23:30:00-05:00,30.273471,-97.751097,0.0
p_001,0,2026-09-14T23:40:00-05:00,30.273371,-97.751177,0.0
p_001,0,2026-09-14T23:50:00-05:00,30.273383,-97.751203,0.0
p_001,0,2026-09-15T00:00:00-05:00,30.273334,-97.751126,0.0
p_001,0,2026-09-15T00:10:00-05:00,30.273261,-97.751057,0.0
p_001,0,2026-09-15T00:20:00-05:00,30.273416,-97.751125,0.0
p_001,0,2026-09-15T00:30:00-05:00,30.273447,-97.751109,0.0
p_001,0,2026-09-15T00:40:00-05:00,30.273357,-97.751078,0.0
p_001,0,2026-09-15T00:50:00-05:00,30.27334,-97.751161,0.0
p_001,0,2026-09-15T01:00:00-05:00,30.273369,-97.751108,0.0
p_001,0,2026-09-15T01:10:00-05:00,30.273406,-97.751091,0.0
p_001,0,2026-09-15T01:20:00-05:00,30.273399,-97.751166,0.0
p_001,0,2026-09-15T01:30:00-05:00,30.273431,-97.751109,0.0
p_001,0,2026-09-15T01:40:00-05:00,30.273396,-97.751095,0.0
p_001,0,2026-09-15T01:50:00-05:00,30.273449,-97.751077,0.0
p_001,0,2026-09-15T02:00:00-05:00,30.273346,-97.751151,0.0
p_001,0,2026-09-15T02:10:00-05:00,30.273438,-97.751199,0.0
p_001,0,2026-09-15T02:20:00-05:00,30.273388,-97.751158,0.0
p_001,0,2026-09-15T02:30:00-05:00,30.2733,-97.751079,0.0
p_001,0,2026-09-15T02:40:00-05:00,30.27338,-97.751087,0.0
p_001,0,2026-09-15T02:50:00-05:00,30.273402,-97.751125,0.0
p_001,1,2026-09-15T00:00:00-05:00,30.273408,-97.751174,0.0
p_001,1,2026-09-15T00:10:00-05:00,30.273411,-97.751053,0.0
p_001,1,2026-09-15T00:20:00-05:00,30.273388,-97.7511,0.0
p_001,1,2026-09-15T00:30:00-05:00,30.273396,-97.7511,0.0
p_001,1,2026-09-15T00:40:00-05:00,30.273391,-97.751108,0.0
p_001,1,2026-09-15T00:50:00-05:00,30.273293,-97.751086,0.0
p_001,1,2026-09-15T01:00:00-05:00,30.273465,-97.75109,0.0
p_001,1,2026-09-15T01:10:00-05:00,30.273352,-97.751103,0.0
p_001,1,2026-09-15T01:20:00-05:00,30.273399,-97.751126,0.0
p_001,1,2026-09-15T01:30:00-05:00,30.273393,-97.751128,0.0
p_001,1,2026-09-15T01:40:00-05:00,30.273405,-97.751135,0.0
p_001,1,2026-09-15T01:50:00-05:00,30.273365,-97.751109,0.0
p_001,1,2026-09-15T02:00:00-05:00,30.273376,-97.751135,0.0
p_001,1,2026-09-15T02:10:00-05:00,30.273341,-97.751134,0.0
p_001,1,2026-09-15T02:20:00-05:00,30.273391,-97.751123,0.0
p_001,1,2026-09-15T02:30:00-05:00,30.273379,-97.751088,0.0
p_001,1,2026-09-15T02:40:00-05:00,30.273347,-97.751137,0.0
p_001,1,2026-09-15T02:50:00-05:00,30.27337,-97.751186,0.0
p_001,1,2026-09-15T03:00:00-05:00,30.273367,-97.751161,0.0
p_001,1,2026-09-15T03:10:00-05:00,30.273391,-97.751185,0.0
p_001,1,2026-09-15T03:20:00-05:00,30.273423,-97.75113,0.0
p_001,1,2026-09-15T03:30:00-05:00,30.273369,-97.75109,0.0
p_001,1,2026-09-15T03:40:00-05:00,30.273368,-97.751173,0.0
p_001,1,2026-09-15T03:50:00-05:00,30.2734,-97.751151,0.0
p_001,1,2026-09-15T04:00:00-05:00,30.27342,-97.751094,0.0
p_001,1,2026-09-15T04:10:00-05:00,30.273362,-97.751101,0.0
p_001,1,2026-09-15T04:20:00-05:00,30.273347,-97.751189,0.0
p_001,1,2026-09-15T04:30:00-05:00,30.273479,-97.751186,0.0
p_001,1,2026-09-15T04:40:00-05:00,30.273353,-97.751171,0.0
p_001,1,2026-09-15T04:50:00-05:00,30.273409,-97.75105,0.0
p_001,1,2026-09-15T05:00:00-05:00,30.27341,-97.7511,0.0
p_001,1,2026-09-15T05:10:00-05:00,30.273447,-97.751101,0.0
p_001,1,2026-09-15T05:20:00-05:00,30.273342,-97.751146,0.0
p_001,1,2026-09-15T05:30:00-05:00,30.273419,-97.751166,0.0
p_001,1,2026-09-15T05:40:00-05:00,30.273376,-97.751152,0.0
p_001,1,2026-09-15T05:50:00-05:00,30.273391,-97.751138,0.0
p_001,1,2026-09-15T06:00:00-05:00,30.27336,-97.751104,0.0
p_001,1,2026-09-15T06:10:00-05:00,30.273366,-97.751091,0.0
p_001,1,2026-09-15T06:20:00-05:00,30.273426,-97.751102,0.0
p_001,1,2026-09-15T06:30:00-05:00,30.273378,-97.751063,0.0
p_001,1,2026-09-15T06:40:00-05:00,30.273378,-97.7511,0.0
p_001,1,2026-09-15T06:50:00-05:00,30.273449,-97.751133,0.0
p_001,1,2026-09-15T07:00:00-05:00,30.273407,-97.751169,0.0
p_001,1,2026-09-15T07:10:00-05:00,30.273389,-97.751091,0.0
p_001,1,2026-09-15T07:20:00-05:00,30.273432,-97.751148,0.0
p_001,1,2026-09-15T07:30:00-05:00,30.273427,-97.7511,0.0
p_001,1,2026-09-15T07:40:00-05:00,30.273405,-97.751063,0.0
p_001,1,2026-09-15T07:50:00-05:00,30.273376,-97.751126,0.0
p_001,1,2026-09-15T08:00:00-05:00,30.273409,-97.751091,0.0
p_001,1,2026-09-15T08:10:00-05:00,30.273305,-97.751144,0.0
p_001,1,2026-09-15T08:20:00-05:00,30.273392,-97.751076,0.0
p_001,1,2026-09-15T08:30:00-05:00,30.272087,-97.751834,0.0
p_001,1,2026-09-15T08:40:00-05:00,30.272148,-97.751795,0.0
p_001,1,2026-09-15T08:50:00-05:00,30.272119,-97.751704,0.0
p_001,1,2026-09-15T09:00:00-05:00,30.272043,-97.751845,0.0
p_001,1,2026-09-15T09:10:00-05:00,30.27247,-97.751537,1.37
p_001,1,2026-09-15T09:20:00-05:00,30.273723,-97.749977,0.0
p_001,1,2026-09-15T09:30:00-05:00,30.273835,-97.750059,0.0
p_001,1,2026-09-15T09:40:00-05:00,30.273702,-97.750183,0.0
p_001,1,2026-09-15T09:50:00-05:00,30.273807,-97.750091,0.0
p_001,1,2026-09-15T10:00:00-05:00,30.273765,-97.750009,0.0
p_001,1,2026-09-15T10:10:00-05:00,30.273784,-97.75004,0.0
p_001,1,2026-09-15T10:20:00-05:00,30.273852,-97.750145,0.0
p_001,1,2026-09-15T10:30:00-05:00,30.273728,-97.750161,0.0
p_001,1,2026-09-15T10:40:00-05:00,30.273825,-97.750081,0.0
p_001,1,2026-09-15T10:50:00-05:00,30.27379,-97.750116,0.0
p_001,1,2026-09-15T11:00:00-05:00,30.273788,-97.750155,0.0
p_001,1,2026-09-15T11:10:00-05:00,30.273699,-97.75016,0.0
p_001,1,2026-09-15T11:20:00-05:00,30.273754,-97.750056,0.0
p_001,1,2026-09-15T11:30:00-05:00,30.273772,-97.750105,0.0
p_001,1,2026-09-15T11:40:00-05:00,30.273857,-97.750057,0.0
p_001,1,2026-09-15T11:50:00-05:00,30.273693,-97.750065,0.0
p_001,1,2026-09-15T12:00:00-05:00,30.273735,-97.750067,0.0
p_001,1,2026-09-15T12:10:00-05:00,30.273686,-97.750184,0.0
p_001,1,2026-09-15T12:20:00-05:00,30.273742,-97.750105,0.0
p_001,1,2026-09-15T12:30:00-05:00,30.273701,-97.750072,0.0
p_001,1,2026-09-15T12:40:00-05:00,30.274969,-97.748263,1.49
p_001,1,2026-09-15T12:50:00-05:00,30.276039,-97.746272,0.0
p_001,1,2026-09-15T13:00:00-05:00,30.275959,-97.74641,0.0
p_001,1,2026-09-15T13:10:00-05:00,30.276014,-97.746365,0.0
p_001,1,2026-09-15T13:20:00-05:00,30.275942,-97.746464,0.0
p_001,1,2026-09-15T13:30:00-05:00,30.276029,-97.74643,0.0
p_001,1,2026-09-15T13:40:00-05:00,30.276022,-97.746468,0.0
p_001,1,2026-09-15T13:50:00-05:00,30.275973,-97.746484,0.0
p_001,1,2026-09-15T14:00:00-05:00,30.276013,-97.746501,0.0
p_001,1,2026-09-15T14:10:00-05:00,30.275946,-97.746464,0.0
p_001,1,2026-09-15T14:20:00-05:00,30.273842,-97.750074,0.0
p_001,1,2026-09-15T14:30:00-05:00,30.273744,-97.750099,0.0
p_001,1,2026-09-15T14:40:00-05:00,30.273752,-97.750117,0.0
p_001,1,2026-09-15T14:50:00-05:00,30.273726,-97.750052,0.0
p_001,1,2026-09-15T15:00:00-05:00,30.27383,-97.750142,0.0
p_001,1,2026-09-15T15:10:00-05:00,30.273727,-97.750075,0.0
p_001,1,2026-09-15T15:20:00-05:00,30.273692,-97.750119,0.0
p_001,1,2026-09-15T15:30:00-05:00,30.273743,-97.750083,0.0
p_001,1,2026-09-15T15:40:00-05:00,30.273706,-97.75011,0.0
p_001,1,2026-09-15T15:50:00-05:00,30.273734,-97.750099,0.0
p_001,1,2026-09-15T16:00:00-05:00,30.273754,-97.750097,0.0
p_001,1,2026-09-15T16:10:00-05:00,30.273801,-97.750106,0.0
p_001,1,2026-09-15T16:20:00-05:00,30.273634,-97.750055,0.0
p_001,1,2026-09-15T16:30:00-05:00,30.273796,-97.7501,0.0
p_001,1,2026-09-15T16:40:00-05:00,30.273775,-97.750054,0.0
p_001,1,2026-09-15T16:50:00-05:00,30.273821,-97.750152,0.0
p_001,1,2026-09-15T17:00:00-05:00,30.273788,-97.750106,0.0
p_001,1,2026-09-15T17:10:00-05:00,30.273754,-97.750115,0.0
p_001,1,2026-09-15T17:20:00-05:00,30.273791,-97.750132,0.0
p_001,1,2026-09-15T17:30:00-05:00,30.273711,-97.7501,0.0
p_001,1,2026-09-15T17:40:00-05:00,30.273759,-97.750113,0.0
p_001,1,2026-09-15T17:50:00-05:00,30.273779,-97.750086,0.0
p_001,1,2026-09-15T18:00:00-05:00,30.273758,-97.75006,0.0
p_001,1,2026-09-15T18:10:00-05:00,30.273704,-97.750109,0.0
p_001,1,2026-09-15T18:20:00-05:00,30.273768,-97.750092,0.0
p_001,1,2026-09-15T18:30:00-05:00,30.27382,-97.750122,0.0
p_001,1,2026-09-15T18:40:00-05:00,30.273606,-97.749069,1.44
p_001,1,2026-09-15T18:50:00-05:00,30.273121,-97.746661,0.0
p_001,1,2026-09-15T19:00:00-05:00,30.273147,-97.746648,0.0
p_001,1,2026-09-15T19:10:00-05:00,30.27323,-97.746707,0.0
p_001,1,2026-09-15T19:20:00-05:00,30.273214,-97.746641,0.0
p_001,1,2026-09-15T19:30:00-05:00,30.273218,-97.746733,0.0
p_001,1,2026-09-15T19:40:00-05:00,30.272983,-97.746625,0.0
p_001,1,2026-09-15T19:50:00-05:00,30.273156,-97.74669,0.0
p_001,1,2026-09-15T20:00:00-05:00,30.273189,-97.746715,0.0
p_001,1,2026-09-15T20:10:00-05:00,30.273188,-97.746737,0.0
p_001,1,2026-09-15T20:20:00-05:00,30.273362,-97.751132,0.0
p_001,1,2026-09-15T20:30:00-05:00,30.27337,-97.751099,0.0
p_001,1,2026-09-15T20:40:00-05:00,30.273342,-97.751135,0.0
p_001,1,2026-09-15T20:50:00-05:00,30.27344,-97.751148,0.0
p_001,1,2026-09-15T21:00:00-05:00,30.273424,-97.751114,0.0
p_001,1,2026-09-15T21:10:00-05:00,30.273395,-97.750992,0.0
p_001,1,2026-09-15T21:20:00-05:00,30.27337,-97.751105,0.0
p_001,1,2026-09-15T21:30:00-05:00,30.273282,-97.751146,0.0
p_001,1,2026-09-15T21:40:00-05:00,30.273381,-97.751074,0.0
p_001,1,2026-09-15T21:50:00-05:00,30.273373,-97.751111,0.0
p_001,1,2026-09-15T22:00:00-05:00,30.273398,-97.751047,0.0
p_001,1,2026-09-15T22:10:00-05:00,30.273325,-97.751054,0.0
p_001,1,2026-09-15T22:20:00-05:00,30.27336,-97.751077,0.0
p_001,1,2026-09-15T22:30:00-05:00,30.273381,-97.751227,0.0
p_001,1,2026-09-15T22:40:00-05:00,30.27339,-97.751132,0.0
p_001,1,2026-09-15T22:50:00-05:00,30.273434,-97.751211,0.0
p_001,1,2026-09-15T23:00:00-05:00,30.273349,-97.751171,0.0
p_001,1,2026-09-15T23:10:00-05:00,30.273401,-97.751117,0.0
p_001,1,2026-09-15T23:20:00-05:00,30.273369,-97.751,0.0
p_001,1,2026-09-15T23:30:00-05:00,30.273407,-97.751148,0.0
p_001,1,2026-09-15T23:40:00-05:00,30.273412,-97.751014,0.0
p_001,1,2026-09-15T23:50:00-05:00,30.273332,-97.75112,0.0
p_001,1,2026-09-16T00:00:00-05:00,30.273429,-97.751057,0.0
p_001,1,2026-09-16T00:10:00-05:00,30.273279,-97.751165,0.0
p_001,1,2026-09-16T00:20:00-05:00,30.273327,-97.75106,0.0
p_001,1,2026-09-16T00:30:00-05:00,30.273343,-97.751103,0.0
p_001,1,2026-09-16T00:40:00-05:00,30.273322,-97.751098,0.0
p_001,1,2026-09-16T00:50:00-05:00,30.273364,-97.751075,0.0
p_001,1,2026-09-16T01:00:00-05:00,30.273449,-97.751141,0.0
p_001,1,2026-09-16T01:10:00-05:00,30.27334,-97.751045,0.0
p_001,1,2026-09-16T01:20:00-05:00,30.273399,-97.751131,0.0
p_001,1,2026-09-16T01:30:00-05:00,30.273393,-97.751126,0.0
p_001,1,2026-09-16T01:40:00-05:00,30.273389,-97.751039,0.0
p_001,1,2026-09-16T01:50:00-05:00,30.273415,-97.751133,0.0
p_001,1,2026-09-16T02:00:00-05:00,30.273361,-97.751138,0.0
p_001,1,2026-09-16T02:10:00-05:00,30.273399,-97.751116,0.0
p_001,1,2026-09-16T02:20:00-05:00,30.27345,-97.751155,0.0
p_001,1,2026-09-16T02:30:00-05:00,30.273359,-97.751155,0.0
p_001,1,2026-09-16T02:40:00-05:00,30.27339,-97.751092,0.0
p_001,1,2026-09-16T02:50:00-05:00,30.273388,-97.751109,0.0
p_001,2,2026-09-16T00:00:00-05:00,30.273403,-97.751112,0.0
p_001,2,2026-09-16T00:10:00-05:00,30.273355,-97.751139,0.0
p_001,2,2026-09-16T00:20:00-05:00,30.273386,-97.751154,0.0
p_001,2,2026-09-16T00:30:00-05:00,30.273451,-97.751139,0.0
p_001,2,2026-09-16T00:40:00-05:00,30.273331,-97.751141,0.0
p_001,2,2026-09-16T00:50:00-05:00,30.273398,-97.751129,0.0
p_001,2,2026-09-16T01:00:00-05:00,30.273341,-97.751162,0.0
p_001,2,2026-09-16T01:10:00-05:00,30.273344,-97.751115,0.0
p_001,2,2026-09-16T01:20:00-05:00,30.273361,-97.751129,0.0
p_001,2,2026-09-16T01:30:00-05:00,30.273374,-97.751199,0.0
p_001,2,2026-09-16T01:40:00-05:00,30.273326,-97.751142,0.0
p_001,2,2026-09-16T01:50:00-05:00,30.273417,-97.751121,0.0
p_001,2,2026-09-16T02:00:00-05:00,30.273447,-97.751085,0.0
p_001,2,2026-09-16T02:10:00-05:00,30.273392,-97.751077,0.0
p_001,2,2026-09-16T02:20:00-05:00,30.273382,-97.751213,0.0
p_001,2,2026-09-16T02:30:00-05:00,30.273367,-97.751052,0.0
p_001,2,2026-09-16T02:40:00-05:00,30.27341,-97.751064,0.0
p_001,2,2026-09-16T02:50:00-05:00,30.273346,-97.751115,0.0
p_001,2,2026-09-16T03:00:00-05:00,30.273355,-97.751076,0.0
p_001,2,2026-09-16T03:10:00-05:00,30.273359,-97.751193,0.0
p_001,2,2026-09-16T03:20:00-05:00,30.273383,-97.751057,0.0
p_001,2,2026-09-16T03:30:00-05:00,30.273354,-97.751169,0.0
p_001,2,2026-09-16T03:40:00-05:00,30.273413,-97.751123,0.0
p_001,2,2026-09-16T03:50:00-05:00,30.273368,-97.751156,0.0
p_001,2,2026-09-16T04:00:00-05:00,30.273395,-97.751142,0.0
p_001,2,2026-09-16T04:10:00-05:00,30.273362,-97.75104,0.0
p_001,2,2026-09-16T04:20:00-05:00,30.273357,-97.75118,0.0
p_001,2,2026-09-16T04:30:00-05:00,30.273371,-97.751112,0.0
p_001,2,2026-09-16T04:40:00-05:00,30.27343,-97.751144,0.0
p_001,2,2026-09-16T04:50:00-05:00,30.273368,-97.751133,0.0
p_001,2,2026-09-16T05:00:00-05:00,30.273374,-97.751075,0.0
p_001,2,2026-09-16T05:10:00-05:00,30.273404,-97.751096,0.0
p_001,2,2026-09-16T05:20:00-05:00,30.273322,-97.751165,0.0
p_001,2,2026-09-16T05:30:00-05:00,30.27336,-97.751097,0.0
p_001,2,2026-09-16T05:40:00-05:00,30.273313,-97.75113,0.0
p_001,2,2026-09-16T05:50:00-05:00,30.273407,-97.751111,0.0
p_001,2,2026-09-16T06:00:00-05:00,30.273441,-97.75113,0.0
p_001,2,2026-09-16T06:10:00-05:00,30.273421,-97.751122,0.0
p_001,2,2026-09-16T06:20:00-05:00,30.27344,-97.75113,0.0
p_001,2,2026-09-16T06:30:00-05:00,30.273407,-97.75118,0.0
p_001,2,2026-09-16T06:40:00-05:00,30.27339,-97.751104,0.0
p_001,2,2026-09-16T06:50:00-05:00,30.273356,-97.751143,0.0
p_001,2,2026-09-16T07:00:00-05:00,30.273357,-97.751083,0.0
